name,amount,unit
"Rhabarber, abgezogen, klein geschnitten",2,Stange/n
"Orange(n), Saft davon",2,
Vanillezucker ,2,Pck
"Cantuccini, in Stücke gehackt",12,
Magerquark ,200,g
Crème fraîche ,200,g
"Honig, flüssig",4,EL
Zimtpulver ,2,Prisen
"Minze, Blättchen abgezupft",2,Zweig/e
"Pflücksalat, gemischt (mit Babyspinat)",150,g
Rucola ,,etwas
"Radieschen, in feine Scheiben geschnitten",1,Bund
"Salatgurke(n), geschält, gewürfelt",100,g
"Frühlingszwiebel(n), in Ringe geschnitten",2,
Weißweinessig ,2,EL
Wasser ,1,EL
Olivenöl ,1,EL
"Senf, mittelscharfer ",½,TL
"Salz und Pfeffer, schwarzer aus der Mühle",,
"Blaubeeren, frisch oder TK",500,g
Orangensaft ,100,ml
"Vanilleschote(n), davon das Mark ",1,
"Minze, gehackt",,einigeStiele
"Naturjoghurt (1,5 % Fettgehalt)",400,g
"Honig, flüssiger",2,TL
Mineralwasser ,200,ml
"Haferflocken, zarte ",120,g
"Erdbeeren, halbiert",500,g
"Honig, flüssig",2,TL
"Naturjoghurt (1,5 % Fettgehalt)",800,g
"Vanilleschote(n), davon das Mark ",1,
"Kokosflocken, ohne Fett geröstet",4,TL
"Nudeln, kurze (z. B. Makkaroni, Penne, Rigatoni, Fusilli oder Ziti)",500,g
Salz ,,
Olivenöl ,3,EL
"Weinbergpfirsich(e), ca.",4,
"Paprikaschote(n), rot, gelb, grün ",3,
Frühlingszwiebel(n) ,1,Bund
Knoblauchzehe(n) ,1,große
Chilischote(n) (z. B. Jalapeño oder Habanero),1,
"Frühstücksspeck, in Scheiben geschnitten",150,g
"Naturjoghurt, griechischer",300,g
BBQ-Sauce ,150,g
"Paprikapulver (z. B. Pimentón de la Vera, dulce oder picante)",,
Pfeffer ,,n.B
Limettensaft oder Zitronensaft oder Limettenschalenabrieb oder Zitronenschalenabrieb,,n.B
"Koriander oder Petersilie, glatte, frische zum Garnieren",,n.B
"Olivenöl, extra nativ",250,ml
Bio-Zitrone(n) ,1,
"Rosmarin, frisch (optional)",½,Zweig/e
Gorgonzola ,125,g
"Dattel(n), entsteint",100,g
Pfeffer ,½,TL
Ahornsirup ,1,TL
"Williams Christ oder anderer Birnenbrand, 40 %",1,TL
"Garnele(n), frisch oder TK, geschält mit Schwanz, ca. 13 cm",9,
Knoblauchzehe(n) ,3,m.-große
"Butter, ungesalzen",20,g
Hühnerbrühepulver ,½,TL
"Shiitake-Pilz(e), getrocknet",6,m.-große
"Shimeji-Pilze, braune, frisch",100,g
Wasser ,200,g
Hühnerbrühepulver ,4,g
"Ingwer, frisch oder TK, gewürfelt",10,g
"Olivenöl, extra vergine",2,EL
Reiswein (Arak Masak),2,EL
Flüssigkeit (Einweichwasser von den Pilzen),2,EL
saure Sahne ,30,g
Macispulver ,1,Prisen
"Salz und Pfeffer, schwarzer aus der Mühle",,n.B
"Schnittsellerieblätter, frisch oder TK",2,EL
"chinesische Eiernudeln, getrocknet",100,g
Knoblauchzehe(n) ,3,m.-große
chinesischer Blütenkohl ,3,Stängel
"Peperoni, rot, lang, mild",2,
"Karotte(n), grob geraspelt",40,g
"Zuckerschote(n), grüne, frisch",16,
"Chilischote(n), grün",2,kleine
Flüssigkeit (Nudelwasser),60,g
"Austernsauce, Premiumqualität",2,EL
Tapiokamehl ,1,TL
Reiswein (Arak Masak),1,EL
"Sesamöl, helles",1,EL
Sesamöl ,1,EL
"Tomate(n), vollreif",2,m.-große
"Sesam, weißer",,n.B
Blüten und Blätter ,,n.B
Papayafruchtfleisch ,180,g
"Ingwer, frisch oder TK, gewürfelt",20,g
Kokoswasser ,60,g
"Naturjoghurt, gekühlt",100,g
"Kokosmilch, cremig, 24 % Fett",80,g
"Orangensirup, balinesischer, bei meinen Rezepten",4,EL
Vanilleextrakt ,1,TL
Salz ,1,Prisen
Zitronensäure (Pulver) oder 3 EL Zitronensaft,½,TL
"Kokosmilch, cremig, 24 % Fett",100,g
Zucker ,1,EL
Agar-Agar ,1,TLgehäuft
"Eiswürfel, evtl.",8,
"Papayafruchtfleisch, frisch",2,Scheibe/n
"Papaya, gewürfelt",,n.B
"Paprikapulver, edelsüß ",,n.B
"Blüten und Blätter, Kokosmilchwürfel, frisch oder TK",,n.B
Butter ,250,g
Ei(er) ,2,m.-große
Zucker ,75,g
Vanillezucker ,1,Pck
Weizenmehl Type 405 ,250,g
Backpulver mit Safran,1,TLgehäuft
"Rhabarber, abgezogen, in kleine Stücke geschnitten",400,g
Eiweiß ,3,
Zucker ,200,g
Rigatoni ,250,g
Gemüsebrühe ,400,ml
Sahne oder Milch oder Sojasahne,100,ml
Knoblauchzehe(n) ,1,dicke
Schalotte(n) oder Zwiebel,1,
Babyspinat ,200,g
"Parmesan, gerieben ",50,g
Zitrone(n) ,1,große
Crème fraîche mit Kräutern oder Frischkäse,2,EL
Salz und Pfeffer ,,
"Erdbeeren, halbiert",500,g
"Kopfsalat, hiervon nur die zarten Blätter",2,
"Orange(n), Saft davon",2,
"Balsamessig, hell",2,EL
Olivenöl ,4,EL
"Puderzucker, gesiebt",2,TL
"Salz und Pfeffer, weißer aus der Mühle",,
Mini-Mozzarella di Bufala,360,g
"Tomate(n), kleine",700,g
"Apfelsaft, naturtrüb",8,EL
Holundersirup ,2,EL
"Fenchelsamen, gemörsert",1,TL
Sternanis ,1,
"Knoblauch, angedrückt",4,Zehe/n
Rinderbeinscheibe(n) ,750,g
Rapsöl ,2,EL
"Bohnen, grüne, abgefädelt und mit einer Bohnenschneidemaschine geschnitten",600,g
"Kartoffeln, festkochend, geschält, gewürfelt",350,g
Zwiebel(n) ,1,große
"Wasser, heißes",1½,Liter
"Salz und Pfeffer, schwarzer aus der Mühle",,
Zucchini ,1,große
"Kräuter, italienische (Oregano, Thymian, Basilikum), fein gehackt",1,Handvoll
"Büffelmozzarella, in dünne Scheiben geschnitten",125,g
"Tomate(n), getrocknete, evtl. 8, in dünne Scheiben geschnitten",6,
Olivenöl ,,
Nutella ,50,g
Butter ,60,g
Oreo-Kekse oder Butterkekse,154,g
"Haselnüsse, gemahlen ",100,g
Frischkäse ,450,g
Nutella ,400,g
Puderzucker ,50,g
"Haselnüsse, gehackt ",30,g
Putenschnitzel ,4,
"Tortillachips, milde",,n.B
"Cheddarkäse, gerieben",,n.B
Avocado(s) ,1,
Limette(n) ,½,
Jalapeños ,,n.B
Zwiebel(n) ,½,
"Salsa, mexikanisch",1,Flasche
Salz und Pfeffer ,,
Paprikapulver ,,
Cayennepfeffer ,,
Knoblauchpulver ,,
Fett für die Form ,,
"Eisbergsalat, ca. 500 g",1,Kopf
Basilikum ,1,Bund
Minze ,1,Bund
Mini-Mozzarella oder Feta oder jeweils die Hälfte von Beidem,250,g
"Wassermelone(n), ca. 1,5 kg",½,
"Balsamico, heller ",5,EL
Honig ,1,TL
Salz und Pfeffer ,,
Olivenöl ,100,ml
Knabbergebäck (Sesam Fischli),60,g
Zwiebel(n) oder die doppelte Menge Schalotten,1,
Knoblauchzehe(n) ,1,
"Ingwer, ca. 2 cm, optional",1,kl.Stücke
Thymian ,3,Stiele
Oregano ,3,Stiele
Möhre(n) ,300,g
"Chilischote(n), optional",1,
Olivenöl ,2,EL
Gemüsebrühe ,200,ml
Fischfond ,50,ml
Lachsfilet(s) ,500,g
Tagliatelle ,350,g
"Kirschtomate(n), rote und gelbe",250,g
Meersalz und Pfeffer ,,
Pimentón de la Vera ,,
Zucker ,1,Prisen
"Kapern, ca. 53 ml",1,kl.Glas
"Laugenstange(n) oder Brötchen, altbacken",1,
Zwiebel(n) ,1,
Knoblauchzehe(n) ,1,
Rapsöl ,2,EL
Butter ,20,g
"Majoran, gehackt",5,Stiele
Ei(er) ,2,
"Paprikapulver, edelsüß ",1,EL
"Senf, scharfer ",1,EL
"Hackfleisch, gemischt ",500,g
Semmelbrösel ,60,g
Salz und Pfeffer ,,n.B
Öl ,1,EL
Butter ,,etwas
Bacon ,4,Scheibe/n
Emmentaler ,4,Scheibe/n
Zwiebel(n) ,2,
Butter ,25,g
"Rohrzucker, braun",1,TL
Thymian ,5,Stiele
"Frischkäse, z. B. Brunch Paprika-Peperoni",2,Becher
"Currypaste, rote",2,TL
"Cocktailtomaten, geviertelt",16,
Kokosmilch oder 250 ml und 50 ml Milch,300,ml
"Flusskrebsfleisch, ca. 100 g",1,Pck
"Garnele(n), à ca. 100 g",2,Pck
Frühlingszwiebel(n) ,4,
"Chilischote(n), rot",1,
Knoblauchzehe(n) ,2,
Tomatenmark ,2,EL
Penne rigate,300,g
Krustentierfond oder Hummer- bzw. Fischfond,2,TL
Olivenöl ,2,EL
Salz und Pfeffer ,,
"Oliven, schwarze, entsteint",30,g
Knoblauchzehe(n) ,5,
Olivenöl ,1,Schuss
Zwiebel(n) ,2,
Basilikumblätter ,1,Handvoll
Gemüsebrühe ,1,Glas
Salz und Pfeffer ,,
Schalotte(n) ,1,
Knoblauchzehe(n) ,1,
Kohlrabi ,300,g
Zuckerschote(n) ,100,g
"Erbsen aus der Dose, abgetropft",100,g
Rapsöl ,1,EL
Gemüsebrühe ,500,ml
"Dinkelnudeln, z. B. Spirelli",180,g
Ziegenfrischkäse (Ziegenrahm mit Kräutern),150,g
Estragon ,1,Bund
Salz und Pfeffer ,,
Artischocke(n) ,4,
Zwiebel(n) ,1,
Bio-Zitrone(n) ,1,
Gemüsebrühe ,1,Liter
Thymian ,1,Bund
Petersilie ,½,Bund
Sahne ,200,ml
Thymian zum Bestreuen,,
Salz ,,
Pfeffer ,,
Thunfisch in Öl ,2,Dose/n
"Ei(er), hartgekocht",2,
Gewürzgurke(n) ,2,große
Sonnenblumenöl ,1,EL
Essig ,,extra
Salz und Pfeffer ,,
Hühnerbrustfilet(s) ,500,g
Nudeln ,300,g
Karotte(n) ,2,große
Zucchini ,1,
"Paprikaschote(n), rot ",1,
Kräuterbutter ,1,Rollen
Sahne ,200,ml
Kräuterfrischkäse ,2,EL
"Brühe, gekörnte ",1,TLgestr
Knoblauchpulver ,1,TLgestr
Käse ,200,g
Nudeln ,300,g
Hähnchen ,300,g
Gouda ,100,g
Mandarine(n) ,2,Dose/n
Joghurt ,150,g
Mascarpone ,125,g
Currypulver ,,
Salz und Pfeffer ,,
Zwiebel(n) oder 1 große,2,m.-große
Knoblauchzehe(n) ,3,
Paprikaschote(n) ,1,große
Möhre(n) ,1,große
Süßkartoffel(n) ,1,kleine
Zucchini ,1,kleine
Champignons ,250,g
Peperoni ,1,
Ingwer ,30,g
Thunfisch im eigenen Saft ,2,Dose/n
Tomatenmark ,3,EL
Erdnussbutter ,3,EL
Salz und Pfeffer ,,
Öl ,4,EL
Zwiebel(n) ,1,
Knoblauchzehe(n) ,1,
Tomate(n) ,100,g
Tortellini ,400,g
Brühe ,300,ml
Kräuterquark (Paprikaquark),1,Becher
Salz und Pfeffer ,,
Speisestärke ,,etwas
Rindergeschnetzeltes ,400,g
Zucchini ,1,
Paprikaschote(n) ,1,
Joghurt ,250,g
Crème fraîche ,100,g
Feta-Käse ,200,g
Eisbergsalat ,1,Kopf
Tomate(n) ,100,g
Gurke(n) ,1,
Paprikapulver ,,
Chilipulver ,,
Pfeffer ,,
Oregano ,,
Knoblauchpulver ,,
Salz und Pfeffer ,,
Maultaschen ,6,
"Spargel, grün ",1,Bund
Knoblauchzehe(n) ,1,
Zitronensaft ,1,EL
Salz und Pfeffer ,,
Brühepulver ,1,TL
"Ei(er), Größe M ",4,
Zucker ,250,g
Sahne ,800,ml
"Milch, 3,5 % Fett",400,ml
Bourbon-Vanillearoma (Finesse),5,g
"Nüsse im Honig-Salz-Mantel, fein gehackt",200,g
"Marshmallow Creme, ca. 213 g",1,Glas
Hähnchenfilet(s) ,500,g
Paprikaschote(n) ,1,
Eisbergsalat ,1,Kopf
Zwiebel(n) ,1,
Wrap(s) ,6,
Kräuterquark ,6,EL
"Käse, gerieben ",100,g
Oregano ,2,TL
Salz und Pfeffer ,,
Rote Grütze Pulver,3,Pck
"Perlwein (Kellergeister) oder Weißwein, trockener",07,Liter
Wasser ,,Liter
"Zitrone(n), Saft davon ",1,
Vanillezucker oder 1 Vanilleschote,1,Pck
Zucker ,4,EL
"Schlagsahne, steif geschlagen",1,Becher
Kochschinken ,150,g
"Gouda, geriebener",200,g
"Tomaten, passierte ",50,ml
Salz und Pfeffer ,,
Pizzagewürz oder italienische Kräuter,1,EL
Schmand ,100,g
Magerquark ,150,g
Knoblauchzehe(n) ,2,große
Sambal Oelek ,1,TL
"Schnittlauch, gehackt",4,Stängel
Salz und Pfeffer ,,
"Pizzateig aus dem Kühlregal, ca. 500 g",1,Pck
Mehl zum Bestäuben der Arbeitsfläche,,etwas
Weißkohl ,½,Kopf
Kartoffel(n) ,7,
Lauchstange(n) ,1,
Zwiebel(n) ,1,
Knoblauchzehe(n) ,2,
Bauchspeck ,100,g
Salz und Pfeffer ,,
"Kümmel, evtl. gemahlen",1,TLgestr
"Paprikapulver, rosenscharf ",½,TL
"Paprikapulver, edelsüß ",½,TL
Olivenöl ,5,EL
Ei(er) ,4,
Butter oder Margarine ,250,g
Zucker ,200,g
Vanillinzucker ,2,Pck
Mehl ,250,g
Backpulver ,½,Pck
"Rosinen, ca. 200 g",1,Pck
"Schokolade, 100 g",1,Tafel
Fett für die Form ,,
Kinderschokolade oder weiße und dunkle Schokolade gemischt,100,g
"Kokosmehl oder Kekskrümel, geröstete Haferflocken, Nüsse",100,g
Nuss-Nougat-Creme ,100,g
Rohrzucker ,125,g
Milch oder Vanillejoghurt,80,ml
Ei(er) ,5,
Vanillezucker ,1,Pck
Apfel ,1,großer
Karotte(n) ,1,große
Mehl ,200,g
Backpulver ,1,Pck
Kakaopulver ,,n.B
Butter ,,etwas
Gnocchi ,400,g
Schalotte(n) ,1,
Knoblauchzehe(n) ,1,
Tomatenmark ,1,EL
"Tomaten, stückige ",150,g
"Paprika, geröstet",100,g
Frischkäse ,80,g
Salz und Pfeffer ,,
"Oregano, getrocknet",1,EL
"Paprikapulver, edelsüß ",1,TL
"Paprikapulver, rosenscharf ",1,TL
Butter zum Braten ,2,EL
Öl zum Braten ,,etwas
Sahne ,100,g
Butter ,100,g
Gouda ,120,g
"Parmesan, frischer",40,g
Cheddarkäse ,50,g
Crème fraîche ,200,g
"Kräuter, optional",,n.B
Gnocchi ,500,g
"Blattspinat, TK ",250,g
Cherrytomate(n) ,300,g
Zwiebel(n) ,1,kleine
Knoblauchzehe(n) ,,n.B
Würste (Rindswürste),2,
"Mozzarella, ca. 200 g",1,Kugel
Wein ,1,Schuss
Sahne ,,etwas
Tomatenmark ,1,ELgehäuft
Zucker ,1,Prisen
Salz und Pfeffer ,,
Oregano ,,etwas
"Linsen, ca. 200 Inhalt",1,Tasse
Blumenkohl ,½,
Porreestange(n) ,1,
Stangensellerie ,3,Stängel
Möhre(n) ,2,
Tomate(n) ,1,
Chilischote(n) ,1,
Gemüsebrühe ,400,ml
Kokosmilch ,,n.B
Kokosöl zum Braten,1,TL
Chiliflocken ,1,TL
Kurkuma ,1,TL
Salz und Pfeffer ,,
"Kräuter, frische",,n.B
"Zitronensaft, frisch gepresst",,etwas
"Vollkornreis, z. B. Basmati Vollkornreis",60,g
Gemüsebrühepulver ,,n.B
Fett für die Tasse,,
Hähnchenbrustfilet(s) à 150 g,2,
"Rohschinken, geräuchert",4,Scheibe/n
"Gouda, gerieben",50,g
Ei(er) ,1,
"Sahne, fettreduziert, z. B. Cremefine zum Kochen",150,ml
Senf ,1,EL
Salz und Pfeffer ,,
Paprikapulver ,,
Zitronenpfeffer ,,
"Bohnen, grüne, frisch oder TK",500,g
Lauchzwiebel(n) ,2,
Thymian ,,
Rapsöl zum Braten,2,TL
Petersilie ,,etwas
Basmatireis oder lila Reis,200,g
"Zuckerschote(n), TK",100,g
"Erbsen, TK ",50,g
"Paprikaschote(n), rot ",½,
Lauchzwiebel(n) ,2,
Tomate(n) ,8,kleine
Schalotte(n) ,1,
Knoblauch ,2,Zehe/n
Kokosöl ,1,EL
Salz und Pfeffer ,,
Chiliflocken ,,
Tagliatelle ,200,g
Räucherlachs ,100,g
Brokkoliröschen ,100,g
Brühe ,30,ml
Schalotte(n) ,1,
Crème fraîche ,100,g
Zitrone(n) ,½,
Dill ,3,Stiel/e
Salz und Pfeffer ,,
Öl ,,
"Möhre(n), bunte",400,g
Kochschinken ,200,g
Brühe ,50,ml
Sahne ,150,ml
Salz und Pfeffer ,,
Öl ,,
"Drillinge, festkochend",1,kg
Salatgurke(n) ,½,
Cocktailtomaten ,250,g
"Paprikaschote(n), gelb oder rot",1,
Frühlingszwiebel(n) ,1,Bund
Gewürzgurke(n) ,4,m.-große
"Mayonnaise, selbst gemacht oder gutes Fertigprodukt",100,g
"Joghurt, griechischer ",100,g
Gurkenwasser ,80,ml
"Senf, mittelscharfer ",1,EL
Harissa ,1,TLgestr
"Gewürzmischung ( Patata Brava), z. B. von Ankerkraut",2,TL
Rinderhackfleisch ,500,g
Magerquark ,50,g
Knoblauchzehe(n) ,2,
Zwiebel(n) ,1,
"Tomaten, stückige, aus der Dose",500,g
"Bohnen, weiße, aus der Dose (Abtropfgewicht)",480,g
Mozzarella ,1,Kugel
Basilikumblätter ,10,
Olivenöl ,2,EL
Salz und Pfeffer ,,
"Lachsfilet(s), TK",400,g
Aubergine(n) ,½,
Babyspinat ,100,g
"Erbsen, TK ",50,g
Schalotte(n) ,2,
Knoblauchzehe(n) ,1,
"Ingwerwurzel, walnussgroß",1,Stücke
Kokosöl ,2,EL
Kokosmilch ,400,ml
"Currypaste, grün",3,EL
Kurkumapulver ,1,Prisen
Lauchzwiebel(n) ,3,
Limettensaft ,2,EL
"Erdnüsse, geröstet",20,g
Salz ,,
Butter oder Margarine ,120,g
Zucker ,160,g
Orangenzucker ,1,Pck
Ei(er) ,2,
Eigelb ,3,
Kakaopulver ,3,EL
"Schokoladenraspel, wer mag auch mehr",50,g
Mehl ,220,g
Backpulver ,½,Pck
Milch ,1,EL
Fett für die Form ,,etwas
Mandarine(n) ,3,Dose/n
Eiweiß ,3,
Schmand ,400,g
"Zucker, braun ",8,ELgehäuft
Orangenzucker ,1,Pck
Kokosraspel ,8,ELgehäuft
Speisestärke ,1,EL
Quinoa ,250,g
Radieschen ,1,Handvoll
Frühlingszwiebel(n) ,3,
Romanasalat ,1,Kopf
Chilischote(n) ,1,
Zitrone(n) ,1,
Feta-Käse (optional),50,g
Vollkornbrot ,1,Scheibe/n
Orangensaft ,60,ml
Himbeeressig ,1,EL
Öl ,3,EL
Chilipulver ,,n.B
Zucchini ,500,g
Paprikaschote(n) ,200,g
Karotte(n) ,200,g
Zwiebel(n) ,1,dicke
Knoblauch ,2,Zehe/n
Öl ,1,EL
Gemüsebrühe ,500,ml
"Schmelzkäse, leicht",100,g
"Crème fraîche mit Kräutern, leicht",100,g
Salz und Pfeffer ,,
Muskat ,,
Chiliflocken ,,
"Kartoffelpüree, am besten Reste vom Vortag",300,g
Dinkelmehl Type 630 ,340,g
Dinkelmehl Type 1050 ,120,g
Roggenmehl Type 1150 ,90,g
Frischhefe ,20,g
"Wasser, lauwarm ",230,g
Zucker ,1,TL
Salz ,2,TL
Mehl für die Arbeitsfläche ,,
"Flammkuchenteig, ca. 250 g, aus der Kühlung",1,Port
Crème fraîche oder Schmand,150,g
"Gewürzmischung, z. B. Garam Masala",,n.B
"Aprikose(n), ca.",4,
Feta-Käse ,125,g
"Bacon, Streifen, oder Schinkenwürfel",100,g
Ahornsirup ,2,EL
"Zwiebel(n), evtl. auch 2",1,
"Beeren, ca. 400 g, frische oder TK",1,Pck
Kokoswasser ,200,ml
Ei(er) ,2,
Magerquark ,120,g
Mehl ,20,g
"Tomaten, passierte ",50,g
Gewürzmischung (Pizzagewürz),,
Spätzle ,250,g
Ei(er) ,4,
Tomate(n) ,500,g
Speck ,250,g
Remoulade ,250,g
saure Sahne ,150,g
"Senf, mittelscharfer ",1,EL
Sahne ,125,ml
"Gnocchi, aus dem Kühlregal",300,g
Milch ,250,ml
"Käse, gerieben, z. B. Mozzarella oder ähnliches",2,ELgehäuft
"Pesto, ca. 190 g, Tomaten oder Basilikum",1,Glas
Salz und Pfeffer ,,
Cayennepfeffer ,,
Oregano ,,
Käse ,,n.B
Tabasco oder Ähnliches,,n.B
Butter oder Margarine ,200,g
Xylit (Zuckerersatz) oder flüssigen Süßstoff*,150,g
"Ei(er), getrennt ",6,
"Mandeln, gemahlen ",100,g
Orangenabrieb ,2,TL
Backpulver ,1,TL
"Blaumohn, gemahlen",200,g
Puderzucker zum Bestreuen,,
Kokosöl ,50,ml
Dattel(n) ,5,
Kakaopulver ,1½,EL
Reismilch (Reisdrink) ,25,ml
Haselnüsse ,,evtl
Kokosflocken ,,evtl
"Linsen, rote ",1,Becher
Suppengrün ,1,Pck
Zwiebel(n) ,1,m.-große
Tomate(n) ,3,große
Feta-Käse ,200,g
Balsamico ,2,EL
Senf ,2,TL
Ahornsirup ,2,TL
Öl ,,etwas
Salz und Pfeffer ,,
Erdnussöl oder Kokos- oder Sojaöl,10,EL
Hähnchenbrust oder Riesengarnelen,1,kg
Currypaste (Massaman-Currypaste),120,g
Kokosmilch ,1,Liter
Hühnerbrühepulver (Chicken Seasoning Powder),1,ELgehäuft
Fischsauce ,8,EL
"Rohrzucker, braun",2,ELgehäuft
Süßkartoffel(n) ,1,große
Kartoffel(n) ,4,m.-große
Chilischote(n) (optional),2,
Möhre(n) ,5,
Zucchini ,1,
"Paprikaschote(n), rot ",2,
Zuckerschote(n) ,300,g
Zwiebel(n) ,3,m.-große
Ingwerwurzel ,5,cm
Thai-Basilikumblätter (Bai Horapa),20,
Erdnussbutter ,1,ELgehäuft
Erdnüsse ,1,Handvoll
"Knoblauch, getrockneter",2,EL
Maisstärke (optional),20,g
"Buttermilch, lauwarm",500,ml
Frischhefe ,15,g
Weizenmehl Type 1050 ,350,g
Weizenvollkornmehl ,100,g
Dinkelmehl Type 630 ,150,g
Honig ,1,TL
Salz ,2,TL
"Ei(er), getrennt",2,
Skyr ,2,EL
Backpulver ,½,TL
Salz und Pfeffer ,,
Kräuter nach Geschmack,,
Weizenmehl Type 1050 oder Weizenvollkornmehl,2,EL
Trockenaprikosen ,8,
Schnittlauch ,½,Bund
Frischkäse ,300,g
Magerquark ,100,g
Olivenöl ,2,EL
Currypulver ,,
Salz und Pfeffer ,,
Erdbeeren ,500,g
Zucker ,160,g
Apfelpektin (Pulver),10,g
"Zitronensaft, von ca. 1/2 Zitrone",15,g
Dinkelmehl Type 630 ,500,g
Buttermilch ,350,g
Frischhefe ,10,g
Salz ,1,TL
Eiweiß ,5,
Eigelb ,5,
"Wasser, kaltes",5,EL
Salz ,,TL
Zucker ,220,g
Vanillezucker ,1,Pck
Mehl ,75,g
Speisestärke ,75,g
Backpulver ,1,TLgehäuft
"Nüsse (Haselnüsse, Walnüsse, was man gerade zur Hand hat)",120,g
Fett für die Form ,,
Butter ,200,g
Eigelb ,2,
Puderzucker ,2,TL
Johannisbeergelee oder Johannisbeermarmelade,½,Glas
Schokoladenraspel ,,etwas
"Kaffeepulver, instant ",3,TLgehäuft
"Blumenkohl, in Röschen geschnitten",1,großer
"Kartoffeln, festkochend, gewürfelt",600,g
Olivenöl ,1,TL
Currypulver ,1,TL
Kurkumapulver ,½,TL
Knoblauchpulver ,½,TL
Cayennepfeffer ,,TL
Salz und Pfeffer ,,
"Erbsen, TK ",150,g
"Lauchzwiebel(n), in Ringe geschnitten",75,g
"Koriandergrün, geschnitten",1,Bund
"Petersilie, glatte, geschnitten",1,Bund
"Kichererbsen, 265 g Abtropfgewicht",1,Dose
Limonensaft ,1,TL
Wasser ,2,TL
Curry ,½,TL
Knoblauchpulver ,,TL
"Ingwer, gerieben",½,TL
Kurkumapulver ,,TL
Salz und Pfeffer ,,
"Gulasch, halb und halb",1,kg
Tomatenmark ,1,Tube/n
Rinderfond ,1,Glas
Hagebuttenmark ,2,TL
"Rotwein, trockener ",250,ml
Salz und Pfeffer ,,
Paprikapulver ,,
Bio-Zitrone(n) ,1,
"Pistazienkerne, gehackt",60,g
Olivenöl ,,
Salz und Pfeffer ,,
Skreifilet(s) oder andere Filets,4,
"Spargel, grün ",2,kg
Schalotte(n) ,2,
Erdbeeren ,500,g
Balsamico ,3,EL
"Basilikum, getrocknet",,etwas
Aubergine(n) ,1,
Zucchini ,1,
Zwiebel(n) (rot ist besonders lecker),1,
Tomate(n) ,4,
Knoblauch ,1,Zehe/n
Olivenöl ,,n.B
Thymian und andere französische Kräuter,,n.B
"Pesto, rotes ",,n.B
"Balsamico, dunkel oder hell",,n.B
Salatherz(en) ,1,
"saure Sahne, Schmand oder Crème fraîche",,n.B
Salz und Pfeffer ,,n.B
Oliven ,,n.B
"Tomate(n), getrocknete in Öl ",,n.B
Hähnchenbrüste ohne Haut,2,große
Knoblauchzehe(n) ,1,
Rosmarinzweig(e) ,1,
Lorbeerblätter ,3,
Butter ,25,g
Meersalz und Pfeffer ,,
Butter ,25,g
Zwiebel(n) ,1,kleine
Knoblauchzehe(n) ,1,kleine
Mehl ,2,ELgestr
"Weißwein, trockener ",50,ml
Hühnerfond ,250,ml
Safranfäden ,5,
Sahne ,200,ml
"Kräuter, gemischte, nach Wahl",,
Senf ,1,TL
Speisestärke ,,evtl
Zucker ,,
Zitronensaft ,,
Salz und Pfeffer ,,
"Gouda, mittelalt",2,Scheibe/n
Rinderhackfleisch ,500,g
Tortilla(s) ,1,Pck
Zwiebel(n) ,1,m.-große
Chilischote(n) ,2,
Knoblauchzehe(n) ,2,
Cheddarkäse ,1,Pck
Salz und Pfeffer ,,
Tomatenmark ,,
Öl ,,
Sahne ,6,EL
Salatmayonnaise ,2,EL
"Tomaten, passierte ",1,EL
Naturjoghurt ,2,EL
Salz ,½,TL
Pfeffer ,1,Prisen
Oregano ,1,Msp
Thymian ,1,Msp
Balsamico bianco,2,EL
Sonnenblumenöl ,4,EL
"Knoblauch, gehackt",1,Zehe/n
"Buchweizen, gekocht",8,EL
Frühlingszwiebel(n) ,½,Bund
Möhre(n) ,1,m.-große
Brokkoli ,½,
Öl ,1,Schuss
Pflanzensahne (Pflanzencreme Cuisine) ,1,Schuss
Sojasauce ,1,Schuss
Tamarisauce ,1,Schuss
Ei(er) ,2,
Zucker ,100,g
Mehl ,100,g
Backpulver ,2,Msp
Backkakao ,1,TL
Zimtpulver ,1,Msp
Rum ,½,TL
Fett und Mehl für die Form ,,
Marzipan ,50,g
Fruchtaufstrich (Mango-Maracuja oder Aprikose),2,EL
Sahne ,1,Becher
Vanillezucker ,½,TL
Banane(n) ,2,große
"Dekor, z.B. Haselnusskrokant, Kokosraspel oder Mandelblättchen",,n.B
Mayonnaise ,500,g
Schmand ,200,g
Joghurt ,150,g
Zitronensaft ,1,wenig
Soloknoblauch ,1,
"Senf, mittelscharfer ",1,TL
"Petersilie, TK",½,Pck
Salz ,1,Prisen
Pfeffer ,1,Prisen
Götterspeise ,1,Pck
Zucker oder Stevia,10,TL
Wasser ,500,ml
Magerquark ,500,g
Zartbitterschokolade ,3,Stücke
Butter für die Form,,
"Frischkäse, Hüttenkäse, Quark oder Mascarpone",300,g
Ei(er) ,3,
Crème double ,200,g
Zucker ,200,g
Brombeeren ,100,g
Puderzucker zum Bestäuben,,
"Fischfilet(s) z. B. Seelachs, Kabeljau, Pangasius oder Zander",500,g
"Zitronensaft oder Limettensaft, ca.",2,EL
Zwiebel(n) oder 2 Schalotten,1,
Knoblauch ,1,Zehe/n
"Ingwerwurzel, ca. 2 cm (optional)",1,Stücke
"Tomate(n), getrocknete in Öl ",320,g
Chilischote(n) ,1,
"Spinat, junger",200,g
"Weißwein, trockener (optional)",1,Schuss
