name,amount,unit
" brauner Zucker
                                        ",70, g
" Mehl
                                        ",50, g
" Pekannüsse
                                        ",100, g
" Ziegenkäse
                                        ",200, g
" Serrano-Schinken
                                        ",200, g
" reife Nektarinen
                                        ",4,
" cl Grand Manier
                                        ",4,
" Gemüsebrühe
                                        ",4, EL
" Karamellsirup
                                        ",2, EL
" kleiner Lollo rosso
                                        ",1,
" Rucola
                                        ",1, Bund
" Weißweinessig
                                        ",1, EL
" Olivenöl
                                        ",1, EL
" Saft einer unbehandelten Orange
                                        ",0,
" Schale einer unbehandelten Orange
                                        ",0,
" schwarzer Pfeffer
                                        ",2, TL
" Koriandersamen
                                        ",2, TL
" Piment
                                        ",2, TL
" Nelken
                                        ",1, TL
" Apfelessig
                                        ",400, ml
" Rohrzucker
                                        ",400, ml
" Sherry, trocken
                                        ",100, ml
" Zwiebel, groß
                                        ",1,
" Lorbeerblätter
                                        ",6,
" Zimtstange
                                        ",1,
" getrocknete Piri Piri Chili
                                        ",2,
" Orange, unbehandelt
                                        ",1,
" gereifte Heringsfilets
                                        ",8,
" Äpfel
                                        ",6,
" cm Rettich, frisch
                                        ",3,
" Roggenbrot
                                        ",0,
" Joghurt
                                        ",150, g
" Kokosmilch
                                        ",150, g
" Honig
                                        ",100, ml
" Beeren nach Wahl (z. B. Himbeeren)
                                        ",200, g
" REWE Frei von Butterkekse mit Vollmilchschokolade
                                        ",150, g
" Butter
                                        ",125, g
" Frischkäse (Doppelrahmstufe)
                                        ",525, g
" Naturjoghurt
                                        ",300, g
" Zitronensaft
                                        ",3, EL
" Gelatine
                                        ",6, Blätter
" Zucker
                                        ",75, g
" Himbeeren
                                        ",200, g
" festkochende Karoffeln
                                        ",1, kg
" Salz
                                        ",0,
" Speckwürfel
                                        ",150, g
" rote Zwiebel
                                        ",1,
" Gewürzgurken
                                        ",3,
" Schnittlauch
                                        ",1, Bund
" Fleischbrühe
                                        ",250, ml
" Weißweinessig
                                        ",2, EL
" Rapsöl
                                        ",4, EL
" Senf
                                        ",1, EL
" Pfeffer
                                        ",0,
" weiche Butter
                                        ",225, g
" Zucker
                                        ",175, g
" Eier (Größe M)
                                        ",4,
" Mehl
                                        ",350, g
" Backpulver
                                        ",1, Packung(en)
" Salz
                                        ",1, Prise(n)
" Zimt
                                        ",1, Prise(n)
" Milch
                                        ",200, ml
" großer Apfel (z. B. Elstar)
                                        ",1,
" fertige Mohnfüllung
                                        ",1, Packung(en)
" Doppelrahm-Frischkäse
                                        ",175, g
" Puderzucker
                                        ",60, g
" Rote Bete Knollen
                                        ",2,
" cm Rettich, frisch
                                        ",5,
" Zwiebel, groß
                                        ",1,
" Apfelessig
                                        ",400, ml
" Zucker
                                        ",315, g
" Lorbeerblätter
                                        ",4,
" Pfefferkörner
                                        ",1, EL
" Koriandersamen
                                        ","0,50", EL
" gereifte Heringsfilets
                                        ",8,
" Wasser
                                        ",400, ml
" Zimt
                                        ",1, TL
" gemahlener Ingwer
                                        ",2, TL
" Muskatnuss
                                        ",1, TL
" Nelken
                                        ",6,
" gemahlener Kardamom
                                        ",1, TL
" Pfeffer
                                        ",1, Prise(n)
" schwarzer Tee
                                        ",4, EL
" Milch
                                        ",400, ml
" Zucker
                                        ",4, TL
" schwarzer Tee
                                        ",750, ml
" Bio-Orange
                                        ",1,
" Nelke
                                        ",1,
" Zimtstange
                                        ",1,
" Kardamomkapseln
                                        ","0,50", TL
" schwarzer Tee
                                        ",2, EL
" Zucker
                                        ",100, g
" Kombucha-Pilz mit Ansatzflüssigkeit (200 ml)
                                        ",1,
" schwarzer Tee
                                        ",25, g
" Zucker
                                        ",80, g
" kochendes Wasser
                                        ",200, ml
" Eiswürfel
                                        ",300, g
" Zitronensaft
                                        ",50, ml
" stilles Wasser
                                        ",600, ml
" Bio-Zitronen
                                        ",2,
" Knoblauchzehen
                                        ",2,
" Zwiebeln
                                        ",3,
" rote Chilischoten
                                        ",2,
" Öl
                                        ",3, EL
" Hackfleisch
                                        ",600, g
" Salz
                                        ",0,
" Tomatenmark
                                        ",2, EL
" Mais
                                        ",1, Dose(n)
" Kidneybohnen
                                        ",1, Dose(n)
" gelbe Paprika
                                        ",1,
" rote Paprika
                                        ",1,
" durchwachsener Speck
                                        ",150, g
" stückige Tomaten
                                        ",2, Dose(n)
" Pfeffer
                                        ",0,
" Zimt
                                        ",0,
" Zartbitter-Schokolade
                                        ",50, g
" Räucherlachs
                                        ",400, g
" Frischkäse (Doppelrahmstufe)
                                        ",450, g
" Crème fraîche
                                        ",200, g
" Salz
                                        ",0,
" weißer Pfeffer
                                        ",0,
" TUC Cracker Original
                                        ",40,
" Dill
                                        ",4, Zweig(e)
" rosa Pfefferbeeren
                                        ",0,
" getrocknete Tomaten
                                        ",75, g
" Lauchzwiebeln
                                        ",4,
" Lammlachse
                                        ",4,
" Salz
                                        ",0,
" Pfeffer
                                        ",0,
" Butter
                                        ",25, g
" Paniermehl
                                        ",4, EL
" Blätterteig
                                        ",2, Packung(en)
" Serranoschinken
                                        ",1, Packung(en)
" Ei
                                        ",1,
" weißer Sesam
                                        ",1, EL
" schwarzer Sesam
                                        ",1, EL
" Kabeljaufilet
                                        ",280, g
" Lachsfilet
                                        ",280, g
" Olivenöl
                                        ",50, ml
" Basilikum
                                        ",5, Zweig(e)
" Knoblauch
                                        ",1, Zehe(n)
" Paprika
                                        ",2,
" Mayonnaise
                                        ",100, g
" Kapern
                                        ",10,
" Zitrone
                                        ","0,50",
" ja! MSC Wildlachsfilet tiefgefroren
                                        ",2, Packung(en)
" Salatgurke
                                        ",1,
" Zwiebel
                                        ",1,
" Weißwein-Essig
                                        ",2, EL
" Salz
                                        ",0,
" Pfeffer
                                        ",0,
" Zucker
                                        ",0,
" Olivenöl
                                        ",2, EL
" unbehandelte Zitronen
                                        ",2,
" Petersilie
                                        ",3, Zweig(e)
" ja! Delicatess Bacon
                                        ",1, Packung(en)
" Öl für die Alufolie
                                        ",0,
" Alufolie
                                        ",0,
" REWE Beste Wahl Linguine
                                        ",500, g
" REWE Beste Wahl Broccoli-Röschen
                                        ",250, g
" Lachs
                                        ",250, g
" Cherrytomaten
                                        ",200, g
" Parmesan
                                        ",100, g
" Olivenöl
                                        ",4, EL
" Wasser
                                        ","1,20", l
" Basilikum
                                        ",1, Bund
" Knoblauchzehe
                                        ",1,
" Saft einer halben Zitrone
                                        ",0,
" REWE Feine Welt Salz
                                        ",0,
" REWE Feine Welt Pfeffer
                                        ",0,
" REWE Feine Welt Chilipulver
                                        ",0,
" Blattspinat (TK)
                                        ",600, g
" Zwiebel
                                        ",1,
" Knoblauchzehen
                                        ",2,
" Öl
                                        ",2, EL
" Mehl
                                        ",2, EL
" Milch
                                        ",110, ml
" Sahne
                                        ",100, ml
" Salz
                                        ",0,
" Pfeffer
                                        ",0,
" Muskat
                                        ",0,
" Lachsfilet
                                        ",500, g
" Eigelb
                                        ",1,
" Blätterteig (Rolle)
                                        ",1,
" große Kartoffeln
                                        ",600, g
" REWE Bio natives  Olivenöl
                                        ",12, EL
" Rucola
                                        ",2, Bund
" Lachs
                                        ",200, g
" Salz
                                        ",0,
" Pfeffer
                                        ",0,
" Strauchtomaten
                                        ",6,
" REWE Bio Ahornsirup
                                        ",2, EL
" Balsamicoessig
                                        ",4, EL
" Süßkartoffeln
                                        ",800, g
" neutrales Öl
                                        ",1, EL
" Lachsfilet
                                        ",640, g
" Blattspinat, frisch
                                        ",250, g
" Salz
                                        ",0,
" Pfeffer
                                        ",0,
" Butter
                                        ",20, g
" Sour Cream
                                        ",250, g
" Bio Zitrone
                                        ",1,
" Sushi Reis 
                                        ",300, g
" Reisessig
                                        ",40, ml
" Salz
                                        ",0,
" Zucker
                                        ",0,
" grüner Spargel
                                        ",3, Stange(n)
" Öl
                                        ",1, EL
" Eier (Größe S)
                                        ",2,
" Wasser (eiskalt)
                                        ",200, ml
" Weizenmehl (Typ 550)
                                        ",100, g
" Stärke
                                        ",100, g
" Backpulver
                                        ",2, TL
" Räucherlachs
                                        ",100, g
" Nori Blätter
                                        ",3,
" Frischkäse
                                        ",100, g
" Panko
                                        ",100, g
" Öl (zum Frittieren)
                                        ",1, l
" Lachsfilets
                                        ",2,
" Frühlingszwiebeln
                                        ",2,
" Kirschtomaten
                                        ",125, g
" Pesto
                                        ",2, EL
" Salz
                                        ",0,
" Pfeffer
                                        ",0,
" Zitrone (Saft und Abrieb)
                                        ",1,
" Backpapier
                                        ",0,
" Garnelen, aufgespießt
                                        ",10,
" Ananas
                                        ","0,25",
" Kohlrabi
                                        ",800, g
" Salz
                                        ",0,
" Pfeffer
                                        ",0,
" REWE Bio Schlagsahne
                                        ",100, g
" Speisestärke
                                        ",2, TL
" Eier (Größe M)
                                        ",3,
" frisch geriebene Muskatnuss
                                        ",0,
" REWE Bio Süßrahmbutter
                                        ",50, g
" Mehl
                                        ",2, EL
" REWE Bio klare Gemüsebrühe
                                        ",300, ml
" REWE Bio Vollmilch
                                        ",300, ml
" kleines Bund Kerbel
                                        ",1,
" Lachsfilets
                                        ",4,
" Zitronenecken zum Garnieren
                                        ",4,
" Butter
                                        ",75, g
" Mehl
                                        ",50, g
" Paprikapulver
                                        ","1,50", EL
" Salz 
                                        ",0,
" Pfeffer
                                        ",0,
" Milch
                                        ",1, l
" Zwiebel
                                        ",1,
" TK-Blattspinat
                                        ",500, g
" Muskat
                                        ",0,
" Lachsfilet
                                        ",500, g
" Lasagneplatten
                                        ",16,
" Reibkäse
                                        ",150, g
" Sushi-Reis
                                        ",250, g
" Reisessig
                                        ",2, EL
" Mirin
                                        ",2, EL
" Zucker
                                        ","1,50", TL
" Salz
                                        ",1, TL
" Nori-Blätter
                                        ",6,
" frischer Lachs
                                        ",120, g
" reife Avocado
                                        ","0,50",
" Blätterteig
                                        ",1, Packung(en)
" Ei
                                        ",1,
" Salz
                                        ",0,
" Pfeffer
                                        ",0,
" geräucherter Lachs
                                        ",2, Packung(en)
" Avocado
                                        ",1,
" Zitrone
                                        ",1,
" Meerrettich
                                        ",1, Glas
" Kresse
                                        ",1, Beet(e)
" rosa Beeren
                                        ",0,
" Chiliflocken
                                        ",0,
" Lachsfilet
                                        ",2, Packung(en)
" Knoblauchzehe
                                        ",1,
" rote Chilischote
                                        ",1,
" Bio-Zitrone
                                        ",1,
" REWE Feine Welt Lesvos g.g.A. mildes Olivenöl
                                        ",7, EL
" Salz
                                        ",0,
" Zitronenpfeffer
                                        ",0,
" Schalotten
                                        ",2,
" Tomaten
                                        ",400, g
" Schnittlauch
                                        ","0,50", Bund
" REWE Feine Welt Aceto Balsamico DI Modena I.G.P
                                        ",2, EL
" Kräuterbutter
                                        ",40, g
" evtl. Zitronenspalten
                                        ",0,
" Aluschale
                                        ",0,
" Lachsfilets (à 150 g) tiefgefroren
                                        ",4,
" Sahne
                                        ",250, ml
" Milch
                                        ",250, g
" Salz
                                        ",0,
" Pfeffer
                                        ",0,
" Muskatnuss
                                        ",1, Prise(n)
" Rosmarin
                                        ",2, Zweig(e)
" Thymian
                                        ",2, Zweig(e)
" Knoblauch
                                        ",2, Zehe(n)
" Kartoffeln 
                                        ",400, g
" Petersilie
                                        ",2, Zweig(e)
" Dill
                                        ",2, Zweig(e)
" Olivenöl
                                        ",3, EL
" Bio-Zitrone
                                        ",1,
" Berkäse (gerieben)
                                        ",75, g
" REWE Frei von glutenfreie Fusilli 
                                        ",400, g
" REWE Frei von laktosefreier Frischkäse
                                        ",400, g
" Gemüsebrühe
                                        ",400, ml
" unbehandelte Zitrone
                                        ",1,
" getrockneter Thymian
                                        ",0,
" Pfeffer
                                        ",0,
" junger Blattspinat
                                        ",400, g
" Schalotten
                                        ",2,
" Lachsfilet
                                        ",400, g
" Olivenöl
                                        ",0,
" Salz
                                        ",0,
" geriebene Muskatnuss
                                        ",0,
" Mehl
                                        ",150, g
" brauner Zucker
                                        ",4, TL
" Backpulver
                                        ",1, TL
" Salz
                                        ",1, Prise(n)
" Butter
                                        ",1, EL
" Eier
                                        ",2,
" Milch
                                        ",120, ml
" Walnüsse
                                        ",100, g
" Öl für das Waffeleisen
                                        ",0, etwas
" dunkle Schokolade
                                        ",200, g
" Bio Açaí Püree (200 g)
                                        ",2, Packung(en)
" Datteln (unbehandelt, mit Stein)
                                        ",200, g
" Haferflocken
                                        ",100, g
" Mandeln
                                        ",50, g
" Cashewkerne (ungesalzen)
                                        ",100, g
" getrocknete Cranberries
                                        ",50, g
" Kokosflocken
                                        ",50, g
" rote Äpfel
                                        ",4, kleine
" Zucker
                                        ",300, g
" Wasser
                                        ",30, ml
" Granatapfelsirup
                                        ",7, EL
" Apfelessig
                                        ",1, TL
" weiße Schokolade
                                        ",150, g
" mittelgroße Möhren
                                        ",10,
" Puderzucker
                                        ",3, TL
" Olivenöl
                                        ",9, EL
" Salz
                                        ",0,
" TK-Erbsen
                                        ",500, g
" Lachsfilet mit Haut
                                        ",700, g
" Pfeffer
                                        ",0,
" kleines Stück Ingwer
                                        ",1,
" Knoblauch
                                        ",2, Zehe(n)
" Weißwein
                                        ",100, ml
" Bio-Zitrone
                                        ",1,
" Koriander
                                        ","0,50", Bund
" Mandeln
                                        ",200, g
" Agavendicksaft
                                        ",2, TL
" Zimt (optional)
                                        ",1, Prise(n)
" Butter
                                        ",100, g
" Bio Zitrone
                                        ",1,
" Lachsfilets à 150 g
                                        ",4,
" Salz
                                        ",0,
" weißer Pfeffer
                                        ",0,
" Karotten
                                        ",1, kg
" Olivenöl
                                        ",2, EL
" schwarzer Pfeffer
                                        ",0,
" Gemüsebrühe
                                        ",100, ml
" Thymian
                                        ",3, Zweig(e)
" Honig
                                        ",2, EL
" ja! Lachsfilets 
                                        ",2, Päckchen
" ja! Junge Erbsen, TK
                                        ",300, g
" ja! Frischkäse
                                        ",100, g
" ja! Jodsalz
                                        ",0,
" Weißer Pfeffer aus der Mühle
                                        ",0,
" ja! Zucker
                                        ",1, Prise(n)
" Bio-Limette
                                        ",1,
" ja! Basmati-Reis
                                        ",200, g
" Gurken
                                        ",2,
" ja! Fix für Salat Dill-Kräuter 
                                        ",1, Päckchen
" Rote Pfefferkörner
                                        ",1, EL
" Pistazienkerne, gehackt
                                        ",2, EL
" ja! Eier
                                        ",3,
" ja! Paniermehl
                                        ",100, g
" ja! Kokosraspeln
                                        ",100, g
" ja! Mehl
                                        ",50, g
" ja! Natives Olivenöl Extra 
                                        ",0,
" frische Minze, in Streifen geschnitten
                                        ",4, Zweig(e)
" frische Chilischote, in dünne Scheiben geschnitten
                                        ",1,
" Beluga Linsen
                                        ",100, g
" frischer Lachs (alternativ Räucherfisch)
                                        ",120, g
" Schalotte
                                        ",1,
" Kapern aus dem Glas mit Sud
                                        ",1, EL
" Olivenöl
                                        ",5, EL
" Salz
                                        ",0,
" Pfeffer
                                        ",0,
" Minze
                                        ",2, Zweig(e)
" Basilikum
                                        ",30, g
" Zitrone
                                        ",1,
" Babyspinat
                                        ",1, Handvoll
" Granatapfel
                                        ","0,50",
" Senf (süß)
                                        ",1, EL
" Meerrettich (scharf)
                                        ",1, TL
" glutenfreie Haferflocken
                                        ",280, g
" Kokosblütenzucker
                                        ",50, g
" Backpulver
                                        ",2, TL
" Zimt
                                        ",1, TL
" gemahlene Vanille
                                        ",1, TL
" Eier
                                        ",2,
" Erdnussbutter
                                        ",100, g
" Milch
                                        ",250, ml
" Äpfel
                                        ",400, g
" Ahornsirup
                                        ",3, EL
" Saft von 0,5 Zitrone
                                        ",0,
" Ahornsirup
                                        ",200, g
" Agavendicksaft
                                        ",30, g
" Kokosfett
                                        ",50, g
" gesalzene Pistazien
                                        ",50, g
" Sonnenblumenkerne
                                        ",50, g
" Kürbiskerne
                                        ",50, g
" getrocknete Aprikosen
                                        ",100, g
" kernige Haferflocken
                                        ",3, EL
" gepuffter Amaranth
                                        ",50, g
" Meersalz
                                        ","0,50", TL
" Thymian
                                        ","0,50", TL
" feine Haferflocken
                                        ",4, EL
" geschrotete Leinsamen
                                        ",2, EL
" Mandeln
                                        ",2, EL
" Wasser
                                        ",200, ml
" Erdbeeren
                                        ",250, g
" Himbeeren
                                        ",100, g
" reife Bananen
                                        ",2,
" Zitrone
                                        ",1,
" Weizenmehl
                                        ",130, g
" kernige Haferflocken
                                        ",3, EL
" geriebener Parmesan
                                        ",70, g
" Knoblauch
                                        ",1, Zehe(n)
" Rosmarin
                                        ",1, TL
" Meersalz
                                        ","0,50", TL
" Pfeffer
                                        ",0,
" kalte Butter
                                        ",120, g
" Kürbiskerne
                                        ",2, EL
" Milch
                                        ",5, EL
" Cashewkerne
                                        ",3, EL
" kernige Haferflocken
                                        ",3, EL
" Sonnenblumenkerne
                                        ",2, EL
" Bacon
                                        ",8, Scheibe(n)
" Knoblauch
                                        ",1, Zehe(n)
" Mehl
                                        ",270, g
" Meersalz
                                        ","0,50", TL
" Chiliflocken
                                        ","0,50", TL
" geriebener Cheddar
                                        ",200, g
" kalte Butter
                                        ",200, g
" Milch
                                        ",150, ml
" Für die Bratlinge:
                                        ",0,
" Gemüsebrühe
                                        ",300, ml
" Salz
                                        ",0,
" Pfeffer
                                        ",0,
" Paprikapulver (edelsüß)
                                        ",1, EL
" kernige Haferflocken
                                        ",150, g
" Lauchzwiebeln
                                        ",2,
" rote Paprikaschote
                                        ",1,
" Rapsöl
                                        ",1, EL
" Semmelbrösel
                                        ",2, EL
" Ei
                                        ",1,
" Semmelbrösel zum Panieren
                                        ",100, g
" Öl zum Braten
                                        ",0,
" Für das Paprika-Gemüse:
                                        ",0,
" Paprikaschoten (rot, gelb, grün)
                                        ",5,
" Tomaten
                                        ",4,
" Zwiebeln
                                        ",2,
" Knoblauchzehe
                                        ",1,
" Rapsöl
                                        ",1, EL
" Salz
                                        ",0,
" Pfeffer
                                        ",0,
" Kräuter der Provence
                                        ",0,
" Dulcita Tomaten
                                        ",200, g
" Rapsöl
                                        ",1, EL
" Rosmarin
                                        ",1, Zweig(e)
" Thymian
                                        ",2, Zweig(e)
" Knoblauch
                                        ",1, Zehe(n)
" Olivenöl
                                        ",3, EL
" Pfeffer
                                        ",0,
" Salz
                                        ",0,
" Graubrot
                                        ",4, Scheibe(n)
" Ziegenfrischkäse
                                        ",100, g
" Erdbeeren
                                        ",250, g
" Pfirsiche
                                        ",5,
" Bio-Orange
                                        ",1,
" Blanchet Rosé de France Trocken
                                        ",400, ml
" Rohrzucker
                                        ",50, g
" Eiswürfel
                                        ",400, g
" Orangensaft
                                        ",200, ml
" Zwiebel
                                        ",1,
" Möhren
                                        ",4,
" Paprika Mix
                                        ",1,
" Zuckerschoten
                                        ",500, g
" Hähnchenbrust
                                        ",800, g
" Rapsöl
                                        ",5, EL
" REWE Beste Wahl Grüne Currypaste
                                        ","3,50", EL
" Gemüsebrühe
                                        ",2, l
" Kokosmilch
                                        ",1, l
" Frühlingszwiebeln
                                        ",3,
" Limetten
                                        ",4,
" Koriander
                                        ","0,50", Bund
" Salz
                                        ",0,
" Zucker
                                        ",0,
" festkochende Kartoffeln
                                        ",1, kg
" Öl
                                        ",2, EL
" Paprika rosenscharf
                                        ",1, TL
" Knoblauchzehe
                                        ",1,
" Salz
                                        ",1, TL
" Schnittlauch
                                        ","0,50", Bund
" Saure Sahne
                                        ",1, Becher
" Pfeffer
                                        ",1, Prise(n)
" kleine Erdbeeren 
                                        ",20,
" Mangos
                                        ",2,
" längliche, grüne Weintrauben
                                        ",40,
" Blaubeeren
                                        ",60,
" Strauchtomaten
                                        ","1,20", kg
" Aprikosen
                                        ",500, g
" Zitrone
                                        ",1,
" Rosmarin
                                        ",2, Zweig(e)
" Thymian
                                        ",2, Zweig(e)
" Gelierzucker
                                        ",500, g
" Würfel Hefe
                                        ","0,50",
" Wasser
                                        ",250, ml
" Zucker
                                        ",1, TL
" Weizenmehl Type 550
                                        ",500, g
" Olivenöl
                                        ",2, EL
" Salz
                                        ",1, Prise(n)
" Kichererbsen
                                        ",1, Dose(n)
" Rapsöl
                                        ",5, EL
" Salz
                                        ",0,
" Chilipulver
                                        ","0,50", TL
" Quinoa
                                        ",250, g
" Kirschen
                                        ",250, g
" Möhren
                                        ",2,
" Rauke
                                        ",50, g
" Weißweinessig
                                        ",2, EL
" Pfeffer
                                        ",0,
" Feinkostsauce REWE Feine Welt Aromatische Liaison
                                        ",2, Flasche(n)
" Gemüsefond (z. B. REWE Feine Welt Französisches Gemüse)
                                        ",400, ml
" Sahne
                                        ",200, ml
" Frühlingszwiebeln
                                        ",1, Bund
" Riesengarnelen, küchenfertig
                                        ",200, g
" Asiagewürz (z. B. REWE Feine Welt Asia Wokmischung)  Rapsöl
                                        ",0,
" Salz (z. B. REWE Feine Welt Murray River Salz)
                                        ",0,
" Bambusspieße
                                        ",1, Packung(en)
" Rapsöl
                                        ",0,
" Gyoza Blätter, TK
                                        ",30,
" küchenfertige Garnelen
                                        ",250, g
" Lauchzwiebeln
                                        ",3,
" Möhren
                                        ",2,
" kleines Stück Ingwer
                                        ",1,
" Knoblauchzehe
                                        ",1,
" Ei
                                        ",1,
" Sojasoße
                                        ",2, EL
" Salz
                                        ",0,
" Mirin (Reiswein)
                                        ",4, TL
" Öl
                                        ",3, EL
" Minze
                                        ",1, Stange(n)
" Fenchelsamen
                                        ",1, TL
" schwarze Pfefferkörner
                                        ","0,50", TL
" einige rosa Pfefferbeeren
                                        ",0,
" getrockneter Dill
                                        ",2, TL
" Olivenöl
                                        ",3, EL
" mittelgroße Garnelen (ohne Kopf, je 30 g)
                                        ",16,
" gelbe Zucchini (ca. 250 g)
                                        ",1,
" Frühlingszwiebeln (ca. 100 g)
                                        ",3,
" Salz
                                        ",0,
" Schaschlikspieße
                                        ",8,
" Kichererbsen, getrocknet
                                        ",500, g
" Wasser und etwas mehr zum Einweichen
                                        ",30, g
" Mehl
                                        ",40, g
" Zwiebel, halbiert
                                        ",1,
" Knoblauchzehe
                                        ",1,
" Petersilie, ohne Stiele
                                        ",1, Bund
" Kreuzkümmel, gemahlen
                                        ",1, TL
" Salz
                                        ","3,75", TL
" Paprika edelsüß
                                        ","0,50", TL
" Backpulver
                                        ","0,50", TL
" Öl zum Braten
                                        ",0,
" Salatgurken, entkernt, in Stücken
                                        ",350, g
" Knoblauchzehen
                                        ",2,
" Joghurt 3,5% Fett
                                        ",350, g
" Olivenöl
                                        ",20, g
" Zitronensaft
                                        ",10, g
" Pfeffer
                                        ",2, Prise(n)
" tiefgefrorene REWE Bio Black Tiger Garnelen
                                        ",160, g
" Möhren
                                        ",300, g
" Porree
                                        ",1, Stange(n)
" Cashewkerne
                                        ",75, g
" REWE Bio Naturreis, Spitzen-Langkorn
                                        ",200, g
" Salz
                                        ",0,
" Ölivenöl
                                        ",4, EL
" Currypulver
                                        ","1,50", EL
" REWE Bio Klare Gemüsebrühe
                                        ",150, ml
" Kokosmilch
                                        ",1, Dose(n)
" tiefgefrorene REWE Bio Junge Erbsen
                                        ",200, g
" REWE Bio tiefgefrorene Black Tiger Garnelen
                                        ",160, g
" Paprika (rot)
                                        ",1,
" Paprika (gelb)
                                        ",1,
" Weißkohl
                                        ",500, g
" Zwiebel
                                        ",1,
" Knoblauch
                                        ",1, Zehe(n)
" Ananas (Scheiben)
                                        ",1, Dose(n)
" REWE Bio Spitzen-Langkornreis
                                        ",2, Beutel
" Salz
                                        ",0,
" Pfeffer
                                        ",0,
" REWE Bio Tomatenketchup
                                        ",4, EL
" Obstessig
                                        ",2, EL
" Sambal Oelek
                                        ","1,50", TL
" REWE Bio natives Olivenöl
                                        ",3, EL
" Speisestärke
                                        ",1, TL
" Koriander
                                        ",1, Bund
" Meersalz
                                        ",0,
" rohe Garnelen ohne Schale (ca. 200 g)
                                        ",12,
" Zwiebel
                                        ",1,
" Knoblauchzehe
                                        ",1,
" Porree
                                        ",1, Stange(n)
" Ananas in Stücken (425 ml)
                                        ",1, Dose(n)
" REWE Bio Spitz.-Langkornreis
                                        ",150, g
" REWE Bio Rapsöl kaltgepresst
                                        ","1,50", EL
" chinesische süß-saure Soße mit Gemüse (400 g)
                                        ",1, Glas
" REWE Bio tiefgefrorene Erbsen
                                        ",100, g
" Sambal Oelek
                                        ",0,
" Sojasoße
                                        ",0,
" REWE tiefgefrorene Bio Black Tiger Garnelen
                                        ",2, Packung(en)
" REWE Bio Cherrytomaten
                                        ",250, g
" gelbe Cherrytomaten
                                        ",250, g
" REWE Bio Kresse
                                        ",1, Beet(e)
" REWE Bio Olivenöl
                                        ",8, EL
" REWE Bio Kräutersalz
                                        ",0,
" Ziegenfrischkäse-Taler
                                        ",200, g
" REWE Bio-Zitrone
                                        ",1,
" REWE Bio Süßrahmbutter
                                        ",1, EL
" Salz
                                        ",0,
" Pfeffer aus der Mühle
                                        ",0,
" REWE Bio Basilikum
                                        ",3, Stiel(e)
" REWE Bio Aceto Balsamico-Essig
                                        ",3, EL
" REWE Regional Basilikum
                                        ","0,50", Topf
" REWE Regional Oregano
                                        ","0,25", Topf
" getrocknete Tomaten
                                        ",30, g
" körniger Frischkäse (3,9% Fett)
                                        ",200, g
" REWE Regional Fenchelknollen (für ca. 8 Schiffchen)
                                        ",2,
" Pfeffer
                                        ",0,
" Kartoffeln (festkochend)
                                        ",1, kg
" kleine rote Zwiebeln
                                        ",2,
" reife Mango
                                        ",1,
" Fenchelknolle
                                        ",1,
" Kirschtomaten
                                        ",100, g
" Miracel Whip Classic
                                        ",6, EL
" Currypulver
                                        ",1, Prise(n)
" Zitronensaft
                                        ",1, TL
" Dinkel (z. B. Davert)
                                        ",150, g
" Fenchelknollen
                                        ",3,
" Himbeeren
                                        ",125, g
" Lauchzwiebeln
                                        ",2,
" Sonnenblumenkerne
                                        ",3, EL
" heller Balsamico
                                        ",1, EL
" Salz
                                        ",0,
" Pfeffer
                                        ",0,
" Rapsöl
                                        ",3, EL
" glatte Petersilie
                                        ","0,50", Bund
" REWE Beste Wahl Spaghetti
                                        ",400, g
" Salz
                                        ",0,
" Möhre
                                        ",1,
" (ca. 100 g) Stange Porree (Lauch)
                                        ","0,50",
" (370 ml) REWE Beste Wahl Champignons ganze Köpfe
                                        ",1, Glas
" REWE Beste Wahl Delikatess Leichtschinken
                                        ",100, g
" Pfeffer
                                        ",0,
" (150 g) REWE Beste Wahl Weichkäse mit Blauschimmel
                                        ",1, Packung(en)
" Milch
                                        ",100, ml
" Ei (Größe M)
                                        ",1,
" Fett für die Form
                                        ",0,
" Lauchzwiebeln
                                        ",3,
" Möhren
                                        ",3,
" Sprossen
                                        ",100, g
" Champignons
                                        ",200, g
" Tofu natur
                                        ",200, g
" Erdnussbutter
                                        ",3, EL
" Sojasoße
                                        ",4, EL
" Knoblauchzehe
                                        ",1,
" dünne Spaghetti
                                        ",400, g
" Salz
                                        ",0,
" Öl
                                        ",2, EL
" geröstete, gesalzene Erdnüsse
                                        ",2, EL
" große Zwiebel
                                        ",1,
" Karotten
                                        ",200, g
" Sellerie
                                        ",200, g
" Lauch
                                        ",200, g
" Butterschmalz
                                        ",50, g
" Rinderhackfleisch
                                        ",500, g
" (gehäuft) Tomatenmark
                                        ",3, EL
" Lorbeerblatt
                                        ",1,
" Gewürznelke
                                        ",1,
" Würfel MAGGI Klare Fleisch Suppe 4X1L
                                        ",1,
" kochendes Wasser
                                        ",200, ml
" trockener Weißwein
                                        ",125, ml
" heiße Milch
                                        ",200, ml
